ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
5,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.9966666666666668,0,0,0,0,0
6,freeform,/m/02wbm,1,0.44125,0.58625,0.17,0.2983333333333333,0,0,0,0,0
9,freeform,/m/06ht1,1,0.00625,0.996875,0.0020833333333333333,0.99375,0,0,0,0,0
11,freeform,/m/09j2d,1,0.425,0.625,0.185,0.30666666666666664,0,0,0,0,0
15,freeform,/m/06ht1,1,0.00125,0.9975,0.0,0.9966666666666668,0,0,0,0,0
19,freeform,/m/0dvvc,1,0.15375,0.37375,0.5,0.8083333333333333,0,0,0,0,0
19,freeform,/m/0dvvc,1,0.56625,0.71875,0.4166666666666667,0.655,0,0,0,0,0
24,freeform,/m/0dmq2,1,0.52875,0.615,0.4566666666666666,0.5866666666666667,0,0,0,0,0
25,freeform,/m/0ytgt,1,0.1425,0.175,0.61,0.6366666666666667,0,0,0,0,0
26,freeform,/m/013_1c,1,0.3825,0.41875,0.4633333333333333,0.675,0,0,0,0,0
28,freeform,/m/06ht1,1,0.0,0.99875,0.0,0.9933333333333332,0,0,0,0,0
29,freeform,/m/019fyk,1,0.7225,0.75,0.39666666666666667,0.4083333333333333,0,0,0,0,0
30,freeform,/m/03w7y7,1,0.1125,0.24,0.6166666666666667,0.7966666666666666,0,0,0,0,0
36,freeform,/m/0d4wf,1,0.0,0.9975,0.0,0.995,0,0,0,0,0
37,freeform,/m/06ht1,1,0.0,0.9975,0.0016666666666666668,0.995,0,0,0,0,0
38,freeform,/m/013_1c,1,0.6572890025575447,0.7046035805626598,0.2175,0.30125,0,0,0,0,0
41,freeform,/m/0d4wf,1,0.0,0.99625,0.0,1.0,0,0,0,0,0
42,freeform,/m/06ht1,1,0.00125,0.995,0.0,0.9966666666666668,0,0,0,0,0
43,freeform,/m/0d4wf,1,0.0,0.9975,0.0,0.9933333333333332,0,0,0,0,0
47,freeform,/m/02qd_7,1,0.81375,0.8475,0.38333333333333336,0.4983333333333334,0,0,0,0,0
48,freeform,/m/04jph85,1,0.395,0.50125,0.3383333333333333,0.8516666666666667,0,0,0,0,0
55,freeform,/m/0ytgt,1,0.5625,0.57875,0.65,0.7116666666666667,0,0,0,0,0
59,freeform,/m/0dmpm,1,0.71375,0.905,0.575,0.8933333333333333,0,0,0,0,0
65,freeform,/m/021mp2,1,0.17875,0.80625,0.21833333333333327,0.9116666666666666,0,0,0,0,0
70,freeform,/m/06ht1,1,0.0,0.9966666666666668,0.002242152466367713,0.9977578475336324,0,0,0,0,0
77,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.99,0,0,0,0,0
90,freeform,/m/02ws6z,1,0.32125,0.37375,0.2453183520599251,0.3127340823970037,0,0,0,0,0
108,freeform,/m/0dmq2,1,0.50875,0.565,0.5466666666666666,0.5966666666666667,0,0,0,0,0
110,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.995,0,0,0,0,0
113,freeform,/m/057gn,1,0.7625,0.99875,0.5233333333333333,0.69,0,0,0,0,0
113,freeform,/m/04jph85,1,0.1825,0.22375,0.37166666666666665,0.43166666666666653,0,0,0,0,0
117,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9966666666666668,0,0,0,0,0
119,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.9933333333333332,0,0,0,0,0
122,freeform,/m/0d4wf,1,0.00125,0.9975,0.0016666666666666668,0.995,0,0,0,0,0
122,freeform,/m/020p1v,1,0.1075,0.12875,0.3616666666666667,0.46,0,0,0,0,0
124,freeform,/m/0d4wf,1,0.0,0.99625,0.0,0.9971014492753624,0,0,0,0,0
126,freeform,/m/0ytgt,1,0.51875,0.56375,0.5866666666666667,0.73,0,0,0,0,0
131,freeform,/m/06rrc,1,0.185,0.2375,0.7383333333333333,0.8383333333333334,0,0,0,0,0
131,freeform,/m/06rrc,1,0.7025,0.77,0.8033333333333333,0.845,0,0,0,0,0
131,freeform,/m/06rrc,1,0.28,0.3475,0.765,0.8066666666666666,0,0,0,0,0
131,freeform,/m/06rrc,1,0.7675,0.80875,0.8366666666666667,0.8983333333333333,0,0,0,0,0
146,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9966666666666668,0,0,0,0,0
146,freeform,/m/0dmpm,1,0.26125,0.4925,0.3466666666666667,0.7066666666666667,0,0,0,0,0
156,freeform,/m/06ht1,1,0.0,0.996875,0.0,0.99375,0,0,0,0,0
163,freeform,/m/0hz4q,1,0.2921875,0.796875,0.23541666666666666,0.8729166666666667,0,0,0,0,0
168,freeform,/m/03w7y7,1,0.125,0.3583333333333333,0.56125,0.97125,0,0,0,0,0
168,freeform,/m/03w7y7,1,0.18,0.32,0.6425,0.71375,0,0,0,0,0
171,freeform,/m/028c_8,1,0.1075,0.36875,0.38166666666666665,0.8033333333333333,0,0,0,0,0
174,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.9949494949494948,0,0,0,0,0
176,freeform,/m/013_1c,1,0.4325,0.47375,0.64,0.7116666666666667,0,0,0,0,0
177,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9955752212389379,0,0,0,0,0
181,freeform,/m/04hyxm,1,0.0,0.9985714285714286,0.0,0.9957173447537472,0,0,0,0,0
200,freeform,/m/02wbm,1,0.07400000000000001,0.662,0.27124183006535946,0.9248366013071896,0,0,0,0,0
200,freeform,/m/02wbm,1,0.20600000000000002,0.488,0.3725490196078432,0.9215686274509804,0,0,0,0,0
200,freeform,/m/02wbm,1,0.212,0.36,0.3725490196078432,0.6078431372549019,0,0,0,0,0
200,freeform,/m/02wbm,1,0.706,0.912,0.34967320261437906,0.5098039215686274,0,0,0,0,0
200,freeform,/m/02wbm,1,0.7340000000000001,0.888,0.35294117647058826,0.4967320261437909,0,0,0,0,0
200,freeform,/m/02wbm,1,0.094,0.146,0.6568627450980392,0.7614379084967321,0,0,0,0,0
200,freeform,/m/02wbm,1,0.244,0.304,0.7320261437908496,0.7973856209150327,0,0,0,0,0
200,freeform,/m/02wbm,1,0.34,0.41,0.4803921568627451,0.5686274509803921,0,0,0,0,0
200,freeform,/m/02wbm,1,0.322,0.648,0.5130718954248366,0.9084967320261438,0,0,0,0,0
200,freeform,/m/02wbm,1,0.214,0.252,0.6111111111111112,0.6470588235294118,0,0,0,0,0
200,freeform,/m/02wbm,1,0.138,0.174,0.6241830065359477,0.7222222222222222,0,0,0,0,0
203,freeform,/m/057gn,1,0.225,0.43125,0.55,0.675,0,0,0,0,0
215,freeform,/m/04jph85,1,0.5025,0.6675,0.04833333333333333,0.25666666666666665,0,0,0,0,0
225,freeform,/m/04jph85,1,0.5125,0.5575,0.3616666666666667,0.37,0,0,0,0,0
248,freeform,/m/01hffk,1,0.37166666666666665,0.43,0.725,0.81125,0,0,0,0,0
248,freeform,/m/01bgsw,1,0.7683333333333333,0.825,0.73375,0.81125,0,0,0,0,0
249,freeform,/m/06ht1,1,0.0,0.99875,0.0,0.9966666666666668,0,0,0,0,0
255,freeform,/m/013_1c,1,0.18,0.215,0.55875,0.595,0,0,0,0,0
262,freeform,/m/04jph85,1,0.20375,0.405,0.295,0.4083333333333333,0,0,0,0,0
266,freeform,/m/06q74,1,0.5,0.54375,0.5583333333333333,0.5716666666666667,0,0,0,0,0
279,freeform,/m/04jph85,1,0.4275,0.45125,0.5366666666666666,0.5733333333333334,0,0,0,0,0
285,freeform,/m/013_1c,1,0.36787564766839376,0.4162348877374784,0.2843373493975904,0.4072289156626506,0,0,0,0,0
286,freeform,/m/02wbm,1,0.162,0.89,0.14933333333333335,0.9413333333333334,0,0,0,0,0
314,freeform,/m/01l0mw,1,0.22125,0.675,0.08666666666666667,0.6383333333333333,0,0,0,0,0
315,freeform,/m/057gn,1,0.1375,0.95125,0.445,0.9583333333333334,0,0,0,0,0
317,freeform,/m/0dmq2,1,0.16625,0.2725,0.705,0.8333333333333334,0,0,0,0,0
343,freeform,/m/09j2d,1,0.6984375,0.8046875,0.05,0.5541666666666667,0,0,0,0,0
344,freeform,/m/09j2d,1,0.6296875,0.771875,0.50625,0.9,0,0,0,0,0
348,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.9949324324324323,0,0,0,0,0
362,freeform,/m/09j2d,1,0.0775,0.225,0.6883333333333334,0.9333333333333332,0,0,0,0,0
387,freeform,/m/0ytgt,1,0.14666666666666667,0.16833333333333333,0.525,0.5575,0,0,0,0,0
393,freeform,/m/02ws6z,1,0.3575851393188855,0.6176470588235294,0.0,0.2524752475247525,0,0,0,0,0
393,freeform,/m/01xmqj,1,0.02321981424148607,0.0804953560371517,0.8044554455445545,0.9133663366336634,0,0,0,0,0
396,freeform,/m/06ht1,1,0.0,0.9940000000000001,0.0,0.994011976047904,0,0,0,0,0
396,freeform,/m/02wbm,1,0.374,0.606,0.43712574850299396,0.6526946107784432,0,0,0,0,0
396,freeform,/m/06rrc,1,0.504,0.58,0.9221556886227544,0.994011976047904,0,0,0,0,0
396,freeform,/m/033qwb,1,0.122,0.198,0.3622754491017964,0.5359281437125748,0,0,0,0,0
396,freeform,/m/033qwb,1,0.052000000000000005,0.102,0.3383233532934132,0.4520958083832336,0,0,0,0,0
399,freeform,/m/06rrc,1,0.6533333333333333,0.7433333333333333,0.7149758454106279,0.8212560386473431,0,0,0,0,0
400,freeform,/m/0dmq2,1,0.0725,0.3225,0.5516666666666666,0.8216666666666667,0,0,0,0,0
411,freeform,/m/06ht1,1,0.0,0.99609375,0.0,0.9921875,0,0,0,0,0
413,freeform,/m/0ytgt,1,0.5,0.91796875,0.296875,0.984375,0,0,0,0,0
421,freeform,/m/0dmq2,1,0.28875,0.36125,0.5883333333333334,0.6833333333333333,0,0,0,0,0
426,freeform,/m/0dmpm,1,0.3975,0.69375,0.32666666666666666,0.6883333333333334,0,0,0,0,0
426,freeform,/m/0dmpm,1,0.28125,0.47375,0.31833333333333336,0.5783333333333334,0,0,0,0,0
426,freeform,/m/057gn,1,0.88875,0.96625,0.295,0.415,0,0,0,0,0
437,freeform,/m/0dmq2,1,0.4475,0.605,0.585,0.9116666666666666,0,0,0,0,0
437,freeform,/m/0dmq2,1,0.2125,0.43375,0.6333333333333333,0.8833333333333333,0,0,0,0,0
437,freeform,/m/0dmpm,1,0.10625,0.28625,0.5266666666666666,0.7666666666666667,0,0,0,0,0
438,freeform,/m/0dmpm,1,0.21,0.45625,0.45,0.7383333333333333,0,0,0,0,0
446,freeform,/m/036qh8,1,0.4175,0.53375,0.7816666666666666,0.8566666666666667,0,0,0,0,0
446,freeform,/m/036qh8,1,0.645,0.73,0.7933333333333333,0.8583333333333333,0,0,0,0,0
446,freeform,/m/036qh8,1,0.5625,0.6225,0.7833333333333333,0.8366666666666667,0,0,0,0,0
446,freeform,/m/036qh8,1,0.45125,0.5175,0.7833333333333333,0.8266666666666667,0,0,0,0,0
456,freeform,/m/021mp2,1,0.5775,0.685,0.6366666666666667,0.7316666666666667,0,0,0,0,0
458,freeform,/m/04jph85,1,0.60125,0.6375,0.4916666666666666,0.505,0,0,0,0,0
460,freeform,/m/0dmq2,1,0.875,0.97625,0.6583333333333333,0.81,0,0,0,0,0
464,freeform,/m/0dmpm,1,0.85375,0.9175,0.4916666666666666,0.5416666666666666,0,0,0,0,0
487,freeform,/m/0ytgt,1,0.7825,0.79875,0.785,0.8366666666666667,0,0,0,0,0
495,freeform,/m/06ht1,1,0.0,0.9975,0.0016666666666666668,0.995,0,0,0,0,0
515,freeform,/m/0d4wf,1,0.34625,0.9975,0.18333333333333326,0.9733333333333334,0,0,0,0,0
517,freeform,/m/0h70h_,1,0.18875,0.825,0.5366666666666666,0.9966666666666668,0,0,0,0,0
518,freeform,/m/0blws,1,0.0,0.4075,0.7266666666666667,0.995,0,0,0,0,0
519,freeform,/m/02_58j,1,0.0,0.9975,0.0,0.9966666666666668,0,0,0,0,0
520,freeform,/m/02_58j,1,0.0,0.9975,0.0,0.9966666666666668,0,0,0,0,0
522,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.9916666666666668,0,0,0,0,0
523,freeform,/m/02553v,1,0.70625,0.92875,0.5566666666666666,0.8016666666666666,0,0,0,0,0
525,freeform,/m/0d4wf,1,0.00125,0.9975,0.0,0.9966666666666668,0,0,0,0,0
529,freeform,/m/06ht1,1,0.34875,0.82875,0.0,0.83,0,0,0,0,0
535,freeform,/m/0d4wf,1,0.0,0.5375,0.0,0.88,0,0,0,0,0
537,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9966666666666668,0,0,0,0,0
547,freeform,/m/01l0mw,1,0.0,0.99625,0.0,0.9966666666666668,0,0,0,0,0
549,freeform,/m/064rk,1,0.0175,0.06125,0.4266666666666667,0.505,0,0,0,0,0
555,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9961038961038962,0,0,0,0,0
556,freeform,/m/02ws6z,1,0.4075,0.64375,0.0,0.27769110764430577,0,0,0,0,0
556,freeform,/m/02wsb20,1,0.3875,0.4075,0.5507020280811232,0.5725429017160687,0,0,0,0,0
560,freeform,/m/01xmqj,1,0.9375,0.9930555555555556,0.54625,0.62125,0,0,0,0,0
565,freeform,/m/020p1v,1,0.919452887537994,0.9665653495440728,0.20125,0.33125,0,0,0,0,0
565,freeform,/m/020p1v,1,0.7765957446808509,0.8145896656534954,0.21875,0.3225,0,0,0,0,0
570,freeform,/m/09j2d,1,0.0,0.18125,0.0,0.25166666666666665,0,0,0,0,0
572,freeform,/m/02ws6z,1,0.7575,0.99875,0.0,0.15833333333333333,0,0,0,0,0
572,freeform,/m/013_1c,1,0.1175,0.25,0.10666666666666667,0.2833333333333333,0,0,0,0,0
572,freeform,/m/013_1c,1,0.27125,0.35,0.155,0.285,0,0,0,0,0
591,freeform,/m/06rrc,1,0.10666666666666667,0.14333333333333334,0.76375,0.785,0,0,0,0,0
592,freeform,/m/0ytgt,1,0.37375,0.395,0.5816666666666667,0.6183333333333333,0,0,0,0,0
592,freeform,/m/0ytgt,1,0.235,0.265,0.59,0.6416666666666667,0,0,0,0,0
596,freeform,/m/04jph85,1,0.14,0.19833333333333333,0.54875,0.55875,0,0,0,0,0
597,freeform,/m/057gn,1,0.3033333333333333,0.37,0.64,0.685,0,0,0,0,0
609,freeform,/m/013_1c,1,0.42375,0.46125,0.12333333333333335,0.2416666666666667,0,0,0,0,0
611,freeform,/m/01hffk,1,0.46875,0.595,0.5366666666666666,0.6366666666666667,0,0,0,0,0
611,freeform,/m/01hffk,1,0.5775,0.6525,0.5366666666666666,0.635,0,0,0,0,0
618,freeform,/m/06rrc,1,0.91125,0.9425,0.6583333333333333,0.73,0,0,0,0,0
622,freeform,/m/0ytgt,1,0.4875,0.5225,0.6466666666666666,0.77,0,0,0,0,0
624,freeform,/m/0ytgt,1,0.0,0.0975,0.06833333333333333,0.23,0,0,0,0,0
632,freeform,/m/013_1c,1,0.1475,0.665,0.26666666666666666,0.9966666666666668,0,0,0,0,0
633,freeform,/m/057gn,1,0.25,0.44125,0.68,0.8033333333333333,0,0,0,0,0
636,freeform,/m/04jph85,1,0.04625,0.0875,0.515,0.56,0,0,0,0,0
638,freeform,/m/06rrc,1,0.0275,0.12375,0.8216666666666667,0.905,0,0,0,0,0
638,freeform,/m/06rrc,1,0.1625,0.20375,0.83,0.915,0,0,0,0,0
645,freeform,/m/03w7y7,1,0.81875,0.88375,0.84,0.91,0,0,0,0,0
662,freeform,/m/02wbm,1,0.0,0.99625,0.09166666666666666,0.9966666666666668,0,0,0,0,0
664,freeform,/m/02wbm,1,0.29375,0.76625,0.6,0.9483333333333334,0,0,0,0,0
664,freeform,/m/02wbm,1,0.705,0.99625,0.55,0.705,0,0,0,0,0
676,freeform,/m/06ht1,1,0.58125,0.80625,0.3933333333333333,0.9966666666666668,0,0,0,0,0
696,freeform,/m/0ytgt,1,0.3175,0.7225,0.3933333333333333,0.8633333333333333,0,0,0,0,0
716,freeform,/m/06rrc,1,0.32666666666666666,0.5216666666666666,0.7025,0.82875,0,0,0,0,0
717,freeform,/m/04cmwn,1,0.24625,0.39875,0.6633333333333333,0.83,0,0,0,0,0
725,freeform,/m/013_1c,1,0.8475,0.96875,0.16853932584269662,0.7584269662921348,0,0,0,0,0
725,freeform,/m/021mp2,1,0.4425,0.655,0.7715355805243446,0.9194756554307116,0,0,0,0,0
725,freeform,/m/0dmpm,1,0.66625,0.7025,0.7883895131086143,0.8614232209737828,0,0,0,0,0
734,freeform,/m/0ytgt,1,0.52125,0.5525,0.6,0.7333333333333333,0,0,0,0,0
743,freeform,/m/0ytgt,1,0.92625,0.9875,0.7133333333333334,0.825,0,0,0,0,0
745,freeform,/m/01l0mw,1,0.1125,0.99625,0.39166666666666666,0.615,0,0,0,0,0
751,freeform,/m/02wbm,1,0.5866666666666667,0.96,0.4425,0.64,0,0,0,0,0
759,freeform,/m/0dmq2,1,0.3425,0.615,0.43,0.8183333333333334,0,0,0,0,0
759,freeform,/m/0dmq2,1,0.66,0.87625,0.5566666666666666,0.93,0,0,0,0,0
759,freeform,/m/0dmq2,1,0.0575,0.295,0.44,0.7133333333333334,0,0,0,0,0
761,freeform,/m/01l0mw,1,0.44875,0.9975,0.32666666666666666,0.9966666666666668,0,0,0,0,0
761,freeform,/m/01l0mw,1,0.66,0.99375,0.06333333333333334,0.3983333333333333,0,0,0,0,0
762,freeform,/m/0dmpm,1,0.65125,0.98375,0.6166666666666667,0.905,0,0,0,0,0
811,freeform,/m/06q74,1,0.0,0.37875,0.3083333333333333,0.545,0,0,0,0,0
813,freeform,/m/06q74,1,0.16625,0.63875,0.4166666666666667,0.57,0,0,0,0,0
827,freeform,/m/021mp2,1,0.6425,0.74125,0.59,0.68,0,0,0,0,0
837,freeform,/m/04jph85,1,0.3175,0.35,0.5316666666666666,0.6733333333333333,0,0,0,0,0
867,freeform,/m/0dmpm,1,0.0325,0.14625,0.545,0.6533333333333333,0,0,0,0,0
867,freeform,/m/0dmpm,1,0.0,0.08125,0.545,0.7466666666666667,0,0,0,0,0
867,freeform,/m/0dmpm,1,0.125,0.1775,0.52,0.6316666666666667,0,0,0,0,0
875,freeform,/m/0ytgt,1,0.3575,0.37,0.8,0.8366666666666667,0,0,0,0,0
881,freeform,/m/02wbm,1,0.8923841059602649,0.9966887417218544,0.5916114790286976,0.6401766004415012,0,0,0,0,0
894,freeform,/m/06q74,1,0.025,0.715625,0.5416666666666666,0.7020833333333333,0,0,0,0,0
900,freeform,/m/0d3qh,1,0.29375,0.68,0.44333333333333336,0.555,0,0,0,0,0
906,freeform,/m/06ht1,1,0.0,0.9975,0.0,0.995,0,0,0,0,0
911,freeform,/m/0d7s3w,1,0.806640625,0.9609375,0.023880597014925373,0.4507462686567164,0,0,0,0,0
912,freeform,/m/06rrc,1,0.5495495495495496,0.7927927927927928,0.03,0.132,0,0,0,0,0
918,freeform,/m/013_1c,1,0.105,0.2325,0.5383333333333333,0.7733333333333333,0,0,0,0,0
920,freeform,/m/06ht1,1,0.0,0.9966666666666668,0.03991130820399113,0.9933481152993348,0,0,0,0,0
934,freeform,/m/06ht1,1,0.0,0.99625,0.0,0.9966666666666668,0,0,0,0,0
934,freeform,/m/09j2d,1,0.5075,0.64125,0.3883333333333333,0.6116666666666667,0,0,0,0,0
947,freeform,/m/013_1c,1,0.4588014981273408,0.6760299625468165,0.575,0.96125,0,0,0,0,0
949,freeform,/m/013_1c,1,0.0,0.04375,0.34269662921348315,0.5861423220973783,0,0,0,0,0
962,freeform,/m/0dmq2,1,0.875,0.99875,0.30282861896838603,0.540765391014975,0,0,0,0,0
965,freeform,/m/06q74,1,0.67125,0.82375,0.8252911813643927,0.9134775374376041,0,0,0,0,0
988,freeform,/m/09j2d,1,0.275,0.38625,0.5885826771653543,0.9232283464566928,0,0,0,0,0
